0_0,0_1,0_2,1_0,1_1,1_2,2_0,2_1,2_2
1.0032479,0.005853125,0.0034830074,0.0044979365,1.0130048,0.010772263,-0.0045054094,-0.0043207235,0.9997293
1.0073547,-0.011640893,-0.004117177,0.0069184355,1.0118212,0.006686258,0.007336763,0.000585645,1.003391
1.0109224,-0.0043688198,0.007170049,0.009670887,0.9999029,-0.010536389,-0.03197926,-0.010154202,1.026772
1.0037768,0.005435048,0.0038041398,0.0044547394,1.0016489,0.0009971835,-0.005876662,0.009505539,0.9966118
0.97413456,0.016368868,0.010661189,-0.015316235,1.005529,-0.0034677198,-0.0054394505,0.0077813193,1.0040087
1.0008043,-0.016440086,0.0038574392,-0.015649982,1.0058362,-0.01000697,-0.0025991157,-0.00079209794,0.9919963
0.99275196,0.004072507,0.0055505363,0.0019495926,0.9917114,0.004766627,-0.0075502004,0.011431174,1.014336
1.0006316,-0.004880321,-0.019877195,-0.01180439,0.99421495,-0.013125612,0.0073131337,0.016363092,0.9961046
0.9753975,0.0109806545,-0.009494735,0.017653108,1.0168657,0.014892272,0.019590037,-0.004384722,1.0157683
0.9957941,0.0137743335,0.003679728,0.0008387467,1.0052668,0.013108362,-0.00047156995,0.0020862583,1.0024302
1.0016077,0.013575744,-0.0004601362,0.008594973,1.0047047,-0.0037156125,0.019681595,-0.00051540474,0.99873567
1.0095237,-0.0064959154,-0.016371055,-0.00031688932,1.0188843,0.006872294,-0.0003438959,-0.007763257,1.0049459
1.0037239,0.005324584,0.002936172,-0.010527328,1.0019921,-0.0019135172,0.025771406,-0.0044614472,1.0033486
0.9875791,-0.011400223,-0.013434851,0.004045389,1.0210625,0.008504946,-0.009043802,0.024003258,0.9960893
0.99129754,-0.0013718845,-0.014950436,0.02056244,1.0009676,-0.0031665426,0.0335567,0.003202509,0.9873902
1.0031927,0.008247339,0.0064521413,-0.0030229373,1.0014434,0.0033960182,0.009003771,0.0037915152,0.9915716
1.0130461,0.0003090244,-0.004783801,0.006919201,1.003511,0.0048866654,0.004712724,-0.0041248957,0.9967665
0.99522805,0.0021650419,-0.024901513,0.005543141,0.9966854,-0.01578399,-0.010448622,3.73032e-05,0.9900635
1.0222203,0.0025447365,-0.0063615213,-0.009806124,1.0087425,-0.0052102273,0.008764363,-0.0076281284,1.0004321
0.984097,-0.015548507,0.0052450737,-0.008843318,0.99919784,-0.016684417,-0.017609077,-0.0013086753,0.99979573
0.9917683,-0.0070336037,-0.0019931872,0.0023033193,0.98947626,0.012392491,-0.0067914557,0.01863993,1.0012144
1.0146246,-0.022537917,0.009302918,-0.0086090965,0.9837859,-0.0032409728,-0.005118577,0.01186972,0.9874565
1.0050254,0.006582545,-0.011244976,-0.0013896985,0.99233794,-0.00026270506,-0.006031856,0.0010986818,0.98544866
0.9859242,-0.0064224983,0.0031754214,-0.008377862,0.9882374,0.02604605,0.008945886,-0.0049816556,1.014157
1.0110507,-0.001051738,0.012823371,0.0007315427,1.009521,0.0016818213,-0.00067015475,-0.00066518784,0.99863493
0.99629474,-0.0038374027,-0.0045047984,-0.013134233,1.0208085,-0.00665342,-0.0082036,-0.0040144618,1.0015657
1.0112908,-0.014624624,0.00017740657,0.022200372,0.992487,-0.010883022,-0.013341541,-0.007059838,0.99835515
1.0013425,-0.030117508,0.0075424057,-0.025339749,1.0022854,0.0109642865,-0.018314369,0.009089944,1.0010798
1.0009034,0.0047561917,-0.0005159321,-0.013916144,0.9942322,0.0043865307,-0.00055228005,0.006887349,0.98588175
0.97154796,-0.022538828,-0.0068888087,0.030038416,1.004109,-0.008261161,-0.00030951394,0.009440624,0.9912535
0.9929875,0.010257623,-0.028689533,0.0009213324,1.0245771,-0.01631231,0.008670917,0.011381684,1.0010536
0.99405175,-0.013931428,0.01241295,0.009034338,1.0165397,-0.00017999246,0.008782104,-0.0007977019,0.9907109
0.9912325,-0.0025969637,0.011151357,0.015371354,0.9998821,-0.0085403435,0.0020633307,0.015686836,0.98933715
0.999362,0.0047733122,-0.004290954,0.006812067,0.9912108,-0.002369689,0.0024873666,-0.016188163,1.0163819
0.9926878,0.014024218,-0.025002649,-0.014466047,0.9965439,0.0045602336,-0.012077178,0.015521537,1.0082035
1.0094111,-0.016123533,0.0047506858,-0.0012138722,1.0041643,0.014991217,-0.0016708353,-0.0027398807,0.9959088
0.9814666,-0.0058795353,-0.007112427,0.009878112,1.0232646,-0.0052133277,-0.016386341,-0.01316565,0.9989094
0.9917072,0.023113457,-0.0057738554,-0.0066919103,0.9770356,0.02479405,-0.009189935,-0.0022645567,0.989133
1.0172006,-0.007811517,-0.009726366,0.008284994,1.0078027,0.0054097525,-0.0058550793,-0.00703803,1.0062982
1.0064342,0.0061370656,0.019644214,0.006916841,1.0034783,-0.00073621224,0.0039941715,0.010901895,0.9984364
0.98923683,-0.012099033,0.0066010375,0.014039084,0.9996656,-0.019159501,0.005089792,-0.0018961802,1.0026091
1.0042925,-0.0147116585,0.022591896,0.005025263,0.9856087,0.009540389,-0.009614249,-0.008367374,1.0051407
0.99164534,-0.0031176198,-0.008441671,-0.00032877483,0.9907869,-0.00051593734,-0.0036766257,0.018324293,1.003172
0.9961085,0.010127697,0.00068648055,0.007795307,1.009233,0.012715619,0.00032627315,4.8945076e-05,0.9887114
1.0021757,-0.004613995,-0.010659035,0.008908486,0.99064654,0.03050158,0.013148347,0.0068271467,1.0033336
0.9896257,0.004089815,0.0024554464,-0.0020574422,1.0009736,0.004276967,-0.0072688363,-0.0019746362,1.0018213
0.9981522,-0.0011298752,-0.008658012,-0.009240931,1.0136727,0.004567854,-0.007238832,0.01678923,1.0043348
0.9941223,0.020851895,0.012921338,0.005744008,1.0102525,-0.005871012,-0.0057624355,-0.0064206305,1.0032421
0.9985128,-0.0068021207,0.0023752674,0.0011739475,0.9943222,0.0075860783,0.004989367,-0.0024278588,1.0020971
0.992716,-0.016044945,0.0013451823,-0.0036174103,0.9783391,-0.020885853,-0.0064556277,-0.011493492,0.9845465
1.0081638,-0.0010330265,0.0053401915,-0.01638739,1.0084271,-0.008201557,-0.009046857,0.012040335,1.0006739
1.0063907,-0.009880292,0.009594523,-0.02097733,1.0055339,0.0025298686,0.01442782,-0.0005532796,0.99994403
1.0042746,-0.004236265,-0.009647495,0.0043873466,0.99801874,-0.0055057267,0.0034355517,-0.005044529,0.9989486
0.99746585,0.019464433,-0.0053791106,0.012119515,0.9836943,-0.0047002872,0.0070475307,0.0001516095,1.0023288
0.99377227,-0.002830548,0.00536488,-0.015982531,0.98302937,0.00026305707,-0.0051475493,-0.01199149,0.99725163
1.0037273,-0.0019531128,-0.00071450695,0.006804842,0.9862398,-0.0033975365,0.013772243,0.011052009,0.9918284
1.0020196,-0.0049624173,0.016365679,0.004745939,1.014666,-0.0051851366,0.004823531,-0.006319934,0.9999022
1.0123463,0.0049906964,-0.0035405948,0.014324271,0.9862135,-0.021626374,0.00753664,-0.022503542,1.0001478
1.0121242,0.0044146474,-0.0026681726,-0.015288957,1.005,0.005784324,0.0066254972,-0.025185715,1.0210155
1.0117158,-0.022510154,-0.0116056325,-0.0060899267,0.99448216,-0.004347346,-0.0011183755,0.011630268,1.0092195
1.0028375,0.0033060717,0.007442077,-0.0052505946,1.0027139,-0.008303797,-0.0017825341,0.02522395,0.9888967
0.99409235,-0.0009868956,-0.022691349,-0.00454841,1.0013638,-0.006997717,0.010521346,0.013031842,0.99207985
1.0055203,-0.010993941,0.0029238965,0.00876638,1.0061402,0.0034141205,0.0021584274,0.012534052,0.9794113
0.9878376,0.0029744997,-0.0141234575,-0.0074453996,1.0130875,0.00069218053,-0.00065308204,0.023600308,1.0043371
1.0035726,0.016940001,-0.00261309,0.0044489936,1.0075719,-0.016170638,0.0031464912,-0.0016435579,0.9990008
0.9935887,-0.0050115488,0.0006074044,-0.0075749243,1.0068486,-0.012304605,0.00606085,0.0115533825,0.99451387
0.998954,0.020097706,0.011002911,-0.00042442072,1.0051925,-0.009856017,-0.002875238,0.0045742863,1.0121473
0.9966017,0.0041383943,0.0049480186,-0.009835172,0.99765104,0.0018961192,-0.018041976,0.014444153,0.99892753
0.9963119,0.0030571711,-0.011088807,-0.0116829835,0.9885625,0.010816511,0.014092408,0.0011061751,0.9879421
0.9989193,0.002199112,-0.015698973,-0.011716919,0.9965369,-0.003077516,0.0068303347,0.016820563,0.97888064
0.9932459,0.0118862605,-0.005515419,-0.011456179,0.9912319,-0.006259557,-0.001230157,-0.0057183276,1.0200838
1.0121667,-0.0199832,-0.00338505,0.005366794,0.9977315,0.014585528,0.008065531,-0.011542581,1.0125045
1.0154561,0.011370376,0.0017787947,-0.00013589703,1.0077791,0.009018334,-0.010974167,-0.013954709,0.9909475
1.0060049,0.0066887937,-0.0060251467,0.0036344607,0.9933091,0.008902649,-0.0053171907,0.0051799747,0.988616
1.0087692,-0.013312787,-0.00015486173,-0.008217507,0.9980915,0.0022252016,-0.0036112932,-0.0037241445,1.0044016
0.98783636,-0.0003203192,0.0035326232,-0.0069049234,0.98222464,-0.010468593,0.011330252,-0.009154394,1.0095019
0.9994055,0.00373755,-0.015617312,-0.0146448715,0.9969686,0.003827316,0.004876654,-0.0048419824,0.9899497
1.0020229,-0.0022758706,-0.01177289,-0.0067178486,0.9949796,-0.0005587047,0.0026375942,0.0028075331,0.9898872
0.9953266,0.0060799196,-0.010160839,0.0037098005,1.0006844,0.0018667731,-0.0024949305,-0.006630755,1.0082844
1.0057079,-0.0089972885,0.009315444,-0.011409399,0.9954051,-0.0036057718,-0.024909534,-0.003980776,1.0000279
0.9882804,-0.00042737788,0.0025146147,-0.0030359784,1.0191377,0.0021485202,-0.015057574,-0.0075506,0.98636013
0.99193937,-0.014404046,-4.7120055e-05,0.007118336,1.0016763,0.00852793,-0.013438197,-0.0039602485,0.9874703
1.0098233,0.02181022,-0.00709316,0.009554477,1.0047449,0.004060034,0.014990547,0.012881565,0.9974763
0.99210143,0.0029093497,2.161991e-05,-0.0049243206,1.016256,-0.008824552,-0.008348435,0.0050386656,0.99872637
0.99384725,-0.01834591,0.00051115523,-0.005525841,0.99616796,0.00035508952,-0.0047109327,0.022066357,1.0033726
1.0096822,0.0030006035,-4.907506e-05,-0.026016785,1.0008783,0.004649512,0.01117559,-0.011141505,0.9801978
1.002659,0.01525973,-0.0052596065,-0.0037227003,0.97621834,-0.006399985,0.01534881,0.0074947425,0.9996292
1.013393,0.009913531,-0.01594795,0.0058868867,0.997289,-0.0008902564,0.00017101248,-0.01593872,1.0120305
0.9889703,-0.003346689,-0.0048308475,-0.010441603,0.9912004,-0.008446048,0.0085768895,0.0044791447,0.9982611
1.001532,-0.0038666746,-0.0073909983,0.0038384574,1.0051837,0.005212439,-0.015775798,-0.011006977,1.0025349
1.0041844,0.0006581878,-0.003473714,-0.003459932,1.015513,0.00046537025,-0.012482026,0.013923158,1.0065279
1.0188639,0.017384749,0.0039627547,-0.0051575843,1.000073,0.00605076,0.024319062,-0.00832799,0.9984084
1.0167868,-0.0035289063,0.0014994025,0.002719393,1.0172822,0.010883179,-0.013352364,0.0026657267,0.98988926
0.99158555,0.0023355286,0.0062539023,3.0351264e-05,0.98424417,-0.007924996,0.005819362,-0.0103228735,1.0021743
1.0138867,0.0020641212,0.011532385,-0.012575303,0.995011,0.0021667795,0.012450814,-0.0013987225,0.9895485
1.0192891,0.0060114,0.014728093,-0.0030908384,1.0002352,0.0015016461,0.013794616,0.011619729,0.9874695
0.9989994,-0.009192524,-0.0078053284,-0.00039263628,0.98072624,-0.002574444,-2.4132934e-05,-0.0037925886,0.99009573
1.0008606,0.0075727813,0.012282985,0.0071088844,0.9916235,0.011498899,-0.0028838532,0.0039003396,0.99808764
0.99974877,-0.012648478,0.003524495,-0.00938338,0.9820638,-0.013648798,-0.01866621,-0.014185234,1.0143629
1.0073571,-0.018750807,-0.007697732,0.008915128,1.0020342,0.0055053392,0.006248037,0.0026380536,0.99146
0.9969638,-0.0006219557,0.0009496927,-0.0076665417,0.9962468,0.00616985,0.002318999,-0.0066559613,1.0091028
0.9965746,-0.0071660606,0.02226982,-0.012678545,0.99314076,-0.015787857,-0.0045273555,-0.0064008734,0.9905174
1.014445,-0.019995634,0.015274435,0.009571159,1.0035708,-0.00058128237,0.0061932006,0.015214666,1.0182997
1.02157,-0.001415553,0.020178208,0.009736106,1.0090613,0.008139194,0.0038862692,-0.0059994743,0.9870468
0.9972129,0.01118806,0.022054097,-0.0005630458,1.0121692,-0.011200798,-0.014449973,-0.02153086,0.9779495
0.9993994,-0.0169031,-0.0060285423,0.005898029,1.0044833,0.013745363,-0.018171344,0.020395445,0.9868151
0.9915187,-0.009852878,0.016281305,0.004387786,0.9958072,-0.018327476,-0.014177694,-0.025924036,1.0083042
1.0006796,0.005488582,0.0014280565,0.009131944,1.0122957,-0.01315672,-0.01407944,-0.00043615996,1.0059322
1.0126665,0.011205952,-0.0010257914,0.012820795,1.0019655,0.010095938,-0.0010455982,0.009034361,1.0133576
1.001264,0.009778766,0.010863281,0.01832507,1.0005006,-0.00042812485,-0.0119194565,0.004279274,1.0163974
0.99176854,0.0071622515,-0.0024381022,0.0025704706,1.005588,-0.0021824688,0.010708693,-0.006789012,0.9832891
0.99669373,-0.002535887,-0.0026568493,0.011681575,1.0036081,-0.008463265,-0.007623554,-0.0030271278,1.0003885
0.98099715,0.006752246,0.020980507,-0.0039747325,0.9943402,0.009972134,-0.024393648,0.0067706546,0.9942783
1.0054194,-0.002054648,0.004330927,0.0036576104,0.9821929,-0.021835595,0.007910215,-0.01336443,1.002582
1.006997,-0.00022842606,-0.012238972,0.0054768096,1.0171185,0.004108038,-0.0041733594,0.0021439625,0.9893438
0.99760777,-0.012398086,-0.001943011,-0.0015349687,0.99988085,-0.006356317,0.0016917946,0.01206243,0.9937042
1.0283973,-0.008903335,0.0034627598,0.0003091993,1.0045764,0.00019606325,0.0014205794,0.0010373886,0.9834969
0.97953016,-0.0135894,0.012586195,-0.000568029,1.0008464,-0.0011286897,0.0021143775,-7.171433e-05,1.0130244
1.0117443,0.002907157,0.0138610825,-0.0008322878,1.0088829,-0.000943808,-0.00072413875,-0.01558277,0.9948478
0.99445534,-0.0035144484,0.008745368,0.00054449245,0.999804,0.010958553,-0.009987616,0.019168373,0.99757415
0.9907555,-0.007317861,0.017710142,-0.023778358,1.0148497,0.013079761,-0.018659677,0.0069477833,1.0070014
0.99003214,0.006739544,-0.0024092973,-0.007284527,1.0054785,0.009675415,-0.0014508971,-0.00033653557,0.99523133
1.0041289,0.0023469026,-0.0041675298,-0.002852823,1.000044,0.0040728706,0.0035024816,0.017905723,1.0073651
0.99974084,-0.013095561,-0.011255,-0.0031489974,0.9986316,0.009602916,-0.0018334124,0.019695032,1.0124726
1.012944,-0.018493095,0.006834682,0.008913412,0.9943827,-0.023653371,-0.008407086,5.8021662e-05,1.0129846
0.9851368,-0.014908642,-0.005729654,0.00474007,0.9850459,-0.003030315,0.0032130836,-0.0077745644,1.0175259
0.9924692,-0.008395473,-0.00076869474,0.009708529,0.9967105,0.0018351839,0.0150493,0.0045407848,1.005951
1.0070313,-0.0026666238,0.007043711,-0.0020412765,0.9951388,0.0054344716,-0.017264567,-0.006221507,0.99036145
1.0207047,0.0013381268,-0.0074099833,0.002111218,1.0206025,-0.012321188,0.0006584783,-0.0051468555,0.984102
1.0050111,0.0064412192,0.006013539,-0.0023488316,0.98464227,0.0073357676,0.0011016807,-0.016196344,0.9962064
0.9906686,0.017154548,0.0082561895,0.024882529,1.0070364,0.00068656146,0.0026772958,-0.0047969203,1.0018781
1.0009291,-0.006903238,-0.015395587,0.021379143,0.9951174,0.012116837,-0.00095629867,0.006529147,1.008874
0.9881461,0.0076863673,-0.009557915,-0.019267252,0.9821929,0.00496475,0.0034800181,0.008473343,0.9969344
1.0132626,0.019942138,-0.008773884,0.012128707,1.0025407,-0.006808468,0.011983242,0.014205636,1.0020916
1.0146383,0.006959471,-0.03061975,0.00040485102,0.9885303,0.013333786,0.016815554,0.006135719,0.9959371
1.0016152,0.003998023,0.004546906,-0.002470925,1.018889,-0.002461734,0.0055830358,0.009751303,0.9647779
1.0080655,-0.0033729963,-0.0074960086,0.0031674325,1.0139898,0.007148645,0.0063742674,-0.012274123,0.99286705
0.9893259,0.00054678926,-0.0012434607,0.010521821,1.0108523,0.0072006243,0.024584856,0.014927445,0.99216247
1.019606,0.012379746,-0.008252744,-0.009291957,0.99765927,-0.007510099,0.0012694382,0.0049592243,0.9892446
0.9935941,0.012398559,-0.0001855334,0.007981102,0.9978121,-0.006688655,0.0031600278,-0.0025311413,1.0068102
1.0134871,0.0008031878,0.020838158,-0.010833681,0.9856754,0.0052707503,0.026841432,0.009904559,0.9874977
0.98558205,0.0052394257,0.010854373,0.0014754491,1.0002108,0.0010843087,0.0040765167,0.0035642155,0.99761844
1.0141474,0.010653549,0.010547149,0.0028472915,1.0042807,-0.006438517,0.0040131076,0.014592524,0.9967612
1.0097522,-0.0027897942,0.0072316234,-0.0043718116,1.0122398,-0.005678672,-0.007471083,0.0036907708,1.0051069
0.9989931,0.01486556,-0.0004418414,-0.018007467,1.0052801,0.0044901115,0.012904953,0.0037056764,1.0092344
1.0147952,-0.005098776,0.005728197,0.012757033,1.0001185,-0.0031657044,-0.012908442,0.0062349425,1.0035846
1.0098914,-0.008353993,0.00049837364,0.008154402,0.9888358,0.010479723,0.0067210607,0.005499214,1.0055261
1.0040454,0.01675896,0.0026423405,-0.00352795,1.0060328,-0.012996846,-0.004297952,-0.026920028,0.99199396
0.993168,-0.014183386,0.0048212847,0.004500242,0.99336857,0.007755181,0.00043213717,0.0035966404,1.0080991
0.9819603,0.001557178,0.0028308046,0.0097519895,0.99487734,0.016656635,0.011227957,0.0034342317,0.9877331
0.9966538,-0.0068288646,0.01044534,-0.007544988,1.0032215,-0.0028725313,-0.004530135,0.018590564,1.013948
